Unnamed: 0,pagination,article_text,header,date,author,hashtag,link,Adress,Article_summary,Name,Adress_clean,lat,lon,pros_and_cons,pros,cons,rating,score
416,30,"Из лавки с итальянскими товарами La Mortazza (Сущевская, 9) нельзя уходить без куска римской пиццы и сицилийских канноли. На витринах горы сезонной колбасы с трюфелем, настоящего сыра, а на полках внушительные стопки коробок с рождественскими кексами панеттоне — это привозное. А пиццу и канноли готовят на месте.
Плюсы:
— у настоящего канноли хрустящая, но мягкая трубочка, а крем похож на манну небесную;
— тесто для канноли готовят со свиным смальцем, а трубочки уже в самом конце обжаривают в кипящем масле. Структура трубочки — это вам не вафля или хворост. Это уникальная вещь с очень характерным, но почти нейтральным вкусом;
— настоящие канноли начиняют кремом, взбитым из рикотты с сахарной пудрой. Лимонная цедра, апельсиновые цукаты, шоколад или фисташки — это виньетки на заданную тему;
— в La Mortazza канноли начиняют кремом «в присутствии», то есть соблюдается главный принцип — свежести. И не придумываются дурацкие начинки с сахарной мастикой (они хранятся дольше и выглядят как настоящие, но потрясающе противны на вкус);
— правильный крем в канноли в меру пушист и деликатно пластичен. К нему подмешано немного шоколадных капель и фисташек. Один канноли (крупного размера) стоит 300 руб.;
— закрытая коробка с килограммовой пиццей «Поркетта и Тартуфо» (1350 руб.) ароматизирует квартиру лучше любого диффузора;
— счастливое сочетание поркетты и трюфеля в пицце — это своего рода виртуальный проездной на католическое Рождество. И совершенно неважно, что физически до Сицилии, как и до остальной Италии сквозь московскую метель добраться нелегко.
Минусы:
— у подавляющего большинства московских канноли драматическая судьба: ужасный и часто замороженный вкус, ничего общего не имеющий с сицилийским оригиналом;
— канноли из La Mortazza опасны тем, что один раз пробуешь и хочешь есть ровно такие же всегда и каждый день. Следовательно, весь жир и сахар вместе с шоколадом и лактозой беспрепятственно поступает в организм. Разновидность этой жадности ничем не лечится;
— попытки экономить и есть пиццу с трюфелем не целиком, а отдельными кусками (по 250 руб.) не дают никакого результата — все равно заказываешь еще;
— половинки артишоков (поджаренных на гриле, в масле, 350 руб./100 г) слишком быстро заканчиваются.
Фото: lamortazza.ru","В La Mortazza канноли начиняют прямо перед вами, следовательно, они настоящие",2021-12-20,Светлана Кесоян,"['La Mortazza', 'канноли', 'новые продукты']",https://moskvichmag.ru/restorany-i-bary/v-la-mortazza-kannoli-nachinyayut-pryamo-pered-vami-sledovatelno-oni-nastoyashhie/,"Москва, Сущевская, 9","В лавке La Mortazza можно найти настоящие итальянские блюда, такие как римская пицца и сицилийские канноли. Канноли имеют уникальную структуру и вкус, а крем приготовлен из рикотты с сахарной пудрой. Пицца с трюфелем и поркеттой является отличным выбором, но стоит отметить, что канноли могут быть опасны для здоровья из-за высокого содержания жира и сахара.","Лавка ""La Mortazza""","г Москва, ул Сущёвская, д 9",55.7804733,37.6016902,"(7, 4)",7,4,53.85,9
417,30,"Бистро «Такахули» (Лесная, 3) открыл холдинг Bulldozer Group («Хорошая девочка», Nord 22, Fish Fetish). В меню заметна попытка доработать классические рецепты грузинской кухни. Барную карту составлял Евгений Ефимов, раньше работавший в ресторанах «Сахалин» и «Горыныч». Коктейль «Такахули» стоит 490 руб. и смешан на «хаус вине на травах» с амаретто и белым какао.
Плюсы:
— их нет.
Минусы:
— в барной карте встречаются слова «водидзе» (вода за 350 руб.) и «вхламидзе» (коктейль на водке со сгущенкой за 490 руб.). Прибавляем ко всему этому «такахули, не греческий» (салат с сыром и овощами за 410 руб.) и получаем довольно бредовую ситуацию. Уровень бреда, пожалуйста, определяйте сами;
— бледный и пресный харчо с говядиной подается в кружке (380 руб.). Ковыряешься в этой кружке ложкой и чувствуешь, что попал в какой-то адский турпоход;
— стакан для воды в виде мензурки;
— громкая музыка заглушает выразительные комментарии посетителей;
— экспериментальное сациви с баклажаном (470 руб.) не что иное, как лужица сациви и несколько ломтей почти сырых баклажанов на обочине тарелки. Предполагается макать их в соус. Лучше не надо. Сациви и прожаренные баклажаны можно найти в другом ресторане;
— небрежный интерьер и неоновая подсветка окон, и на них же новогодние венки (много).
Фото: takahuli.rest",Новый «Такахули» в начале Лесной — издевательство над грузинской кухней и хорошим вкусом,2021-12-21,Светлана Кесоян,"['новые рестораны', 'Такахули']",https://moskvichmag.ru/restorany-i-bary/novyj-takahuli-v-nachale-lesnoj-izdevatelstvo-nad-gruzinskoj-kuhnej-i-horoshim-vkusom/,"Москва, Лесная, 3","В бистро «Такахули» есть попытка доработать классические рецепты грузинской кухни, но в меню и барной карте есть странные и дорогие варианты. Кухня не впечатляет, а атмосфера и интерьер оставляют желать лучшего.","Бистро ""Такахули""","г Москва, ул Лесная, д 3",55.7772369,37.5859731,"(1, 6)",1,6,10.0,2
418,30,"В Доме культуры ГЭС-2 (Болотная набережная, вл. 15) начал принимать посетителей главный ресторан с тем же названием.
Столы не расписаны на несколько недель вперед, но предварительная бронь приветствуется. Бренд-шеф ресторана — итальянец Эмануэле Поллини, гастрономический куратор — бизнесмен Никола Мавика (компания The Stolen Artichoke управляет всеми пунктами общепита на территории).
Плюсы:
— ресторан расположен на нескольких лестничных пролетах. Непринужденность, минимализм, много воздуха, эпические окна. Все вместе напоминает чистый белый лист, на котором эффектно смотрятся любые арт-объекты;
— в карте блюд итальянская кухня заманчиво смешана то с русской черной икрой, то с модным европейским черным чесноком, то с азиатскими мисо, даси, юзу и пак чоем;
— «Корюшка, песто из базилика, каперсы алиоли» (450 руб.) традиционно похрустывает плотной панировкой. Пожалуй, это очень дешевая закуска — в порции две рыбы без головы, но с хвостами;
— бутылка минеральной воды (550 руб.) стоит дороже закуски из рыбы;
— интересные люди за соседними столами совершенно разного возраста.
Минусы:
— невероятного масштаба пространство ГЭС-2 может похвастать дорогой столовой, которая в данный момент называется рестораном;
— главное тут не еда, а пространство;
— мерцающая горечь в соусе к пасте «Спагетти, вонголе, канзури, юзу, шисо» (1500 руб.) портит настроение и уничтожает аппетит;
— в какой-то момент из корюшки в панировке начинает сочиться зеленая жидкость. Официант объясняет, что это пудра из лаврового листа. На вкус закуски «пудра» никак не влияет, но визуальная нелепость запоминается надолго;
— обжаренные «Гедза с уткой, кимчи, соус пекинский» (760 руб.) подаются на серебряном листе, поэтому выглядят еще более посредственными;
— вместо ресторана советую сходить в местную библиотеку;
— высокие цены и скромные порции хороши, когда от еды возникают эмоциональные впечатления. Мое впечатление называется «разочарование».
Фото: пресс-служба V–A–C",В ресторане ГЭС-2 пространство главнее еды,2021-12-27,Светлана Кесоян,"['ГЭС-2', 'новые рестораны']",https://moskvichmag.ru/restorany-i-bary/v-restorane-ges-2-prostranstvo-glavnee-edy/,"Москва, Болотная набережная, вл. 15","Ресторан ГЭС-2 в Доме культуры ГЭС-2 предлагает итальянскую кухню с элементами русской и азиатской кухни. Ресторан расположен в просторном и минималистичном пространстве с эпическими окнами, что создает непринужденную атмосферу. Однако, по мнению автора отзыва, главное внимание в ресторане уделяется пространству, а не еде, и цены на блюда высоки, а порции скромные.",Ресторан ГЭС-2,"г Москва, наб Болотная, влд 15",55.7426245,37.6118556,"(5, 7)",5,7,32.26,4
419,30,"Кафе Balance by GudKate (ул. Льва Толстого, 20) открыла выпускница Novikov Business School Екатерина Заречная. В коротком меню замечены тартар из корня сельдерея, карпаччо из гребешка, фаршированные кальмары и вина по бокалам — все по ценам выше среднего.

Плюсы:
— красивый и абсолютно девичий интерьер с четким экологическим настроем. Мягкий свет, обтекаемой формы мягкая мебель, сухоцветы, елки и макраме, с потолка свисают прообразы осиных гнезд с золотым нутром, а меню напечатано на бумаге, отливающей голубым перламутром;
— тартар из корня сельдерея (720 руб.) украшен микрозеленью и пармезаном: солоноват, приятно и слегка острит, а вот сливочный соус-мусс в той же тарелке кажется абсолютно лишним;
— в рыжий крем-суп из печеных корнеплодов (650 руб.) добавлен явно не дикий лосось (три лепестка). Впрочем, без красной рыбы этот суп был бы совсем скучный;
— откровенно лирический выбор вин. 870 руб. за бокал Cremant d’Alsace Blancs brut не должны испугать московских колибри.
Минусы:
— накануне открытия были сделаны интересные и публичные заявления по поводу аюрведического меню со всеми возможными реверансами в сторону Капхи, Питты и Ваты. В данный момент ничего подобного в слишком краткой карте блюд нет, кроме того, что «все приготовлено из экологически чистых продуктов и с соблюдением принципов здорового питания». Отлично, но в московском декабре 2021-го никто из приличных людей не готовит по-другому;
— наличие в меню «Черной трески со сливочным шпинатом» за 1370 руб. или «Томленых ребер говядины с пюре из тыквы» (1700 руб.) напоминает о хорошо усвоенных уроках в бизнес-школе без попытки придумать что-то свое;
— ничего специального, кроме интерьера, в этом кафе нет;
— есть за высоким столом неудобно;
— московская привычка делать музыку громче в полупустом помещении якобы «для более оживленной атмосферы» сводит на нет мой здоровый аппетит;
— высокие цены не продиктованы себестоимостью исходных продуктов (особенно в случае тартара из корня сельдерея). Доплачивать приходится за декорации.
Фото: Balance by gudkate/facebook.com","Balance by GudKate — все то же самое, что и везде, только дороже",2021-12-29,Светлана Кесоян,"['Balance by GudKate', 'новые рестораны']",https://moskvichmag.ru/restorany-i-bary/balance-by-gudkate-vse-to-zhe-samoe-chto-i-vezde-tolko-dorozhe/,"Москва, ул. Льва Толстого, 20","Кафе Balance by GudKate предлагает экологически чистые блюда и интересный выбор вин, но цены выше среднего. Интерьер кафе красивый и девичий, но есть минусы, такие как высокие цены, неудобная мебель и громкая музыка.","Кафе ""Balance by GudKate""","г Москва, ул Льва Толстого, д 20",55.7353853,37.5849773,"(4, 6)",4,6,30.77,6
420,30,"На кухне нового ресторана Tomorrow (2-й Смоленский пер., 1/4) готовят только растительное сырье и называют это едой из будущего.
Хумус, мини-тако из редьки, тартар из тофу и ложное ризотто из сельдерея и артишоков подтверждают добрые намерения. Меж тем в карте блюд есть бургер, и он похож на настоящий.
Плюсы:
— зеленые пуфы вместо стульев разбавлены пуфами в виде частей статуй, то есть у вашего сиденья может выпирать женская грудь (размер DD) или задница как у Ким Кардашьян;
— меню надо считывать по QR-коду, что удобно, экономит бумагу и сохраняет деревья на планете;
— фирменный бургер Tomorrow (750 руб.) упакован в картофельные булки собственного производства. В меню расписаны все жиры и углеводы — для особо впечатлительных и дотошных едоков;
— расплавленный сыр, аккуратные кольца красного лука, полупрозрачный кружок помидора и довольно свежий лист салата — не противная классика;
— котлета из растительного мяса с обнадеживающим розовым нутром;
— суп из белых грибов с двумя видами пельменей (690 руб.) представляет собой гибрид двух народных сезонных блюд. Коричневый и прозрачный бульон пахнет копченостями.
Минусы:
— банальное сочетание цвета в интерьере (оранжевый, зеленый и белый);
— от растительной котлеты невозможно добиться натуральной мясной маслянистости;
— для бургера без мяса цена 750 руб. — это слишком;
— грибной суп загадочно напоминает сильно разбавленный мисо;
— начинка пельменей в упомянутом супе бесстыдно пересолена.
Фото: @tomorrowrest","Tomorrow на «Смоленской» доказывает, что вегетарианство совсем не скучное (но дорогое)",2022-01-10,Светлана Кесоян,['новые рестораны'],https://moskvichmag.ru/restorany-i-bary/tomorrow-na-smolenskoj-dokazyvaet-chto-vegetarianstvo-sovsem-ne-skuchnoe-no-dorogoe/,"Москва, 2-й Смоленский пер., 1/4","Ресторан Tomorrow предлагает растительную еду, которую они называют «едой из будущего». В меню есть разнообразные блюда, включая бургер из растительного мяса, хумус, мини-тако из редьки и ложное ризотто из сельдерея и артишоков. В целом, ресторан имеет интересный подход к вегетарианской кухне, но есть некоторые минусы, такие как высокая цена бургера без мяса и пересоленная начинка пельменей в супе.","Ресторан ""Tomorrow""","г Москва, пер 2-й Смоленский, д 1/4",55.7469729,37.5814247,"(6, 5)",6,5,44.44,7
421,30,"«Агнец» — еще один новый ресторан на Б. Грузинской, 76 (в том же доме уже работают «Винага» и Adam Trendy Levantine). Его придумал и открыл основатель Meat Dealers в «Депо» Михаил Смирнов. Здесь готовят мясо, льют коктейли из кранов и отпускают шампанское по бокалам. На кухне готовит шеф Николай Никитинский, работавший в Beluga и «Иностранцах».

Плюсы:
— стейки лежат на витрине, выбираешь, какой нравится, и его пожарят на угольном гриле так, как хочется;
— карта блюд пляшет вокруг мяса и субпродуктов, следовательно, «Агнец» из приятной породы ресторанов с очень понятным монохарактером;
— в «Зеленом салате» (550 руб.) есть брокколи и эдамаме;
— тартар из ягнятины (670 руб.) сопровождается лепешкой, пекорино и пюре из хумуса и баклажана;
— сочный тако с рваной уткой стоит 460 руб. В порции два тако, (съедаются за минуту). Утиная плоть выложена на лепешки, смазанные пюре из лука-порея;
— нежная и кремовая консистенция ризотто (760 руб.). Ради контраста на поверхности рассыпаны кубики из зеленого огурца. В центре красуется тартар из говядины — логично.
Минусы:
— хард-рок такой мощности, что этот звук уже нельзя считать фоновым. Запасайтесь наушниками;
— выборочное обслуживание: если нравитесь, все будет хорошо. А вот если не приглянулись официантке, то начнутся мелкие безобразия. За руку не поймаешь и ругаться лень, но настроение портится;
— погранично-болезненное содержание соли в тако с уткой;
— тартар теряется в ризотто. Тем, кто умеет смаковать натуральный вкус мяса, подходит, а остальным будет странно;
— за цветную капусту на гриле просят отдать шесть сотен;
— вегетарианцам и маленьким детям лучше это меню не показывать. Вегетарианцы расстроятся, а дети совершенно точно станут веганами.
Фото: instagram.com/agnec.msc",Новый «Агнец» на Большой Грузинской из приятной породы ресторанов с монохарактером,2022-01-11,Светлана Кесоян,"['Агнец', 'Большая Грузинская 76', 'новые рестораны']",https://moskvichmag.ru/restorany-i-bary/novyj-agnets-na-bolshoj-gruzinskoj-iz-priyatnoj-porody-restoranov-s-mono-harakterom/,"Москва, Б. Грузинская, 76","Ресторан «Агнец» на Б. Грузинской, 76 предлагает мясные блюда, приготовленные на угольном гриле, а также коктейли из кранов и шампанское по бокалам. В меню представлены различные варианты мяса и субпродуктов, в том числе стейки, тартар и ризотто. Однако, некоторые посетители отметили, что обслуживание может быть выборочным, а музыка слишком громкой.","Ресторан ""Агнец""","г Москва, ул Большая Грузинская, д 76",55.77356,37.586904,"(6, 6)",6,6,40.0,7
422,30,"В новом баре By the Way (4-я Тверская-Ямская, 6/12) есть несколько коктейлей, много чая и неплохой выбор пива. На стене светится проектор. Из колонок играет хип-хоп, а в меню минимум закуски, претендующей на что-то особенное.

Плюсы:
— трехсолодовый пуэр по 250 руб., а масала — по 300 руб.;
— в «чай без чая» (400 руб.) к клюкве с мандарином подмешивают розмарин, а к апельсину — галангал и эстрагон. Бодрящие и очень поддерживающие настроение горячие композиции;
— в перечне тапасов замечен вызывающе радикальный вариант: бекон с вареньем из лепестков роз (300 руб.);
— ароматный суп «Вишисуаз» (500 руб.) — белый, на луке-порее. Сливочно-сырный привкус и немного черного перца;
— часовые миксы старого хип-хопа фоном;
— тусклый свет и главный источник освещения — проектор.
Минусы:
— упомянутого бекона с розами мне не досталось;
— тапас «Нори с еловым хрустом» (300 руб.) однобоко горчит водорослями и хрустит объемными креветочными чипсами. Нет никаких признаков елок, хвои и тому подобного интересного;
— в жидковатом вишисуазе мне всегда не хватает дополнительной сытной плотности;
— за соседним столом чужие взрослые дети пытались закусывать пиво вяленым мясом (это явно тоже был тапас), и даже дети этим мясом плевались, так как не могли его прожевать.
Фото: предоставлено пресс-службой",Теперь из «Винного бара 13» можно перейти в пивно-коктейльный By the Way напротив,2022-01-14,Светлана Кесоян,"['By the Way', 'новые рестораны']",https://moskvichmag.ru/restorany-i-bary/teper-iz-vinnogo-bara-13-mozhno-perejti-v-pivno-koktejlnyj-by-the-way-naprotiv/,"Москва, 4-я Тверская-Ямская, 6/12","В новом баре By the Way есть интересные варианты напитков и закусок, но есть и минусы.","Бар ""By the Way""","г Москва, ул 4-я Тверская-Ямская, д 6/12",55.7724995,37.5975786,"(6, 4)",6,4,50.0,7
423,30,"В ресторане «Высота 5642» (Б. Якиманка, 26, второй находится в Б. Черкасском переулке, 15-17, стр. 1) готовят кухню Северного Кавказа и Грузии.
Скрепы шеф-повара Артура Гедгафова — кабардино-балкарские. Ресторан назван в честь западной вершины Эльбруса и принадлежит Мадине Каноковой, Антону Пинскому и Аркадию Новикову.
Плюсы:
— меню составлено плотно, решительно и основательно. Готовят из халяльных и экологически чистых продуктов;
— мраморные стейки, запеченные мозговые кости, хинкали и пельмени с утиным мясом — на секунду может показаться, что ни о каких модных диетах тут не слышали (особенно если заглянуть в «Десерты», где и «Наполеон», и «Птичье молоко», и хворост, и крем-брюле);
— в завтраках замечена увесистая яичница по-кабардински (450 руб.) и сытная адыгейская каша «Жамуко» из уваренной в сметане кукурузной муки с сыром (подается с мацони, стоит 450 руб.);
— в «Высоту» надо приходить большими семьями или компаниями — одному человеку эти порции никак не осилить;
— кабардинский пирог «Дэлен» (590 руб.) весит полкило. Пухлый, горячий, с картошкой и сметанным соусом. Ешь и добреешь прямо на глазах (во всех смыслах);
— хачапури пекут в дровяной печи (наблюдается существенная разница с хачапури из электрической печки);
— хрустящий чебурек с бараниной и зеленью (350 руб.) может служить примером всем чебурекам нашего города;
— тонкие, нежные и маслянистые хычины с телятиной (530 руб.).
Минусы:
— стандартный дизайн, без особенностей;
— заграничные громкие песни про Рождество (не спрятаться);
— некоторые снобы считают, что до Якиманки с Малой Бронной ехать слишком далеко.
Фото: @vysota_5642_moscow",В «Высоте 5642» с кабардинской кухней хычины и каша «Жамуко» на высоте,2022-01-17,Светлана Кесоян,"['Высота 5642', 'кабардинские блюда', 'кухня Северного Кавказа и Грузии', 'новые рестораны']",https://moskvichmag.ru/restorany-i-bary/v-vysote-5642-s-kabardinskoj-kuhnej-hychiny-i-kasha-zhamuko-na-vysote/,"Москва, Б. Якиманка, 26","Ресторан «Высота 5642» предлагает кухню Северного Кавказа и Грузии, приготовленную из халяльных и экологически чистых продуктов. Меню включает в себя разнообразные блюда, такие как мраморные стейки, запеченные мозговые кости, хинкали и пельмени с утиным мясом, а также традиционные завтраки и десерты. Ресторан подходит для больших компаний и семей, поскольку порции большие и сытные.","Ресторан ""Высота 5642""","г Москва, ул Большая Якиманка, д 26",55.736194,37.6125834,"(8, 3)",8,3,64.0,9
424,30,"В баре Szputnyik (Столешников пер., 6, стр. 3) разливают и яблочный сидр, и пиво, и водку с джином.
В меню есть раздел «Погрызть» (с орехами и чипсами), а на обед варят венгерский гуляш. Персонал заученно рассказывает, что текущая атмосфера должна напоминать бары старого Будапешта.
Плюсы:
— недорогой интернациональный стритфуд, включая кубинский и турецкий сэндвичи (все по 350 руб.);
— вместительный подвал (желтый и синий доминируют) с неприхотливо развешенными по стенам обложками журналов «Птюч» и Playboy. Мальчики любого возраста любят пить пиво именно в такой обстановке;
— если ваши нетрезвые друзья вам вдруг надоели, то уйти, не прощаясь, из Szputnyik легче легкого;
— «Плескавица» (400 руб.) уверенно хвастается размером и сочностью. Поджаренные, смуглые бока — вонзаешься в них вилкой, и больше никаких бургеров с булками не надо. На гарнир — картофель с томатным острым соусом;
— редкий в Москве случай, когда к бесплатной фильтрованной воде подкладывают еще и лимон (святые щедрые люди).
Минусы:
— чтобы найти входную дверь, придется постараться и довериться интуиции как минимум — никаких дополнительных указателей на вашем пути не будет;
— безвредный, но все равно ужасный «Вьетнамский сэндвич» (350 руб.). Куски курицы в покупном соусе терияки сопровождаются морковкой, квашеной капустой и огурцами. Овощи никак не могут справиться с куриным вкусом как из плохой столовой. Есть невозможно;
— к плескавице подложен сырой лук крупными кусками. Выглядит естественно где-нибудь в харчевне летней Черногории, а в Москве от лука принято шарахаться.
Фото: @szputnyik.moscow","Будете в баре Szputnyik в Столешниковом — берите плескавицу, а не вьетнамский сэндвич",2022-01-19,Светлана Кесоян,"['бар Szputnyik', 'новые рестораны', 'Столешников переулок']",https://moskvichmag.ru/restorany-i-bary/budete-v-bare-szputnyik-v-stoleshnikovom-berite-pleskavitsu-a-ne-vetnamskij-sendvich/,"Москва, Столешников пер., 6, стр. 3","Бар Szputnyik предлагает разнообразный выбор напитков и блюд, включая интернациональный стритфуд и традиционный венгерский гуляш. Персонал подчеркивает атмосферу старого Будапешта, а интерьер украшен обложками журналов.","Бар ""Szputnyik""","г Москва, пер Столешников, д 6 стр 3",55.7615059,37.6122209,"(5, 3)",5,3,52.63,7
425,30,"Пекарню Layerz Bakery (Новослободская, 73, стр. 1) курируют два австралийских шефа: Глен Баллис и Томас Халпин. Эпические миндальные круассаны по 240 руб., известные публике по ресторану «Иностранцы», заканчиваются к обеду. Завтраками кормят весь день.

Плюсы:
— заказы принимает обаятельная девушка, а на кухне орудуют выразительные парни — все вместе вызывает доверие, стоит только переступить порог;
— на витрине хорошо заметны лоснящиеся бока шоколадных круассанов с апельсиновыми цукатами (290 руб.);
— у даниша с голубикой (290 руб.) трогательная и головокружительная рассыпчатость слоев;
— на спиральную завитушку «Шведской булочки с кардамоном» (250 руб.) можно смотреть бесконечно. Идеальный объект для медитации;
— в меню завтраков есть все необходимое: и скрэмбл со шпинатом (300 руб.), и авокадо с рикоттой (330 руб.). Самый дорогой завтрак — тост с пастрами и трюфельным сыром (450 руб.);
— съесть на завтрак классическое вареное яйцо всмятку и так, чтобы самому его дома не варить, — это роскошь. В Layerz Bakery чувствуют яйца всмятку и варят их идеально. К яйцу на подставке подают: гильотину, ложку с кристаллами соли (их слишком много), ломтик теплого и слегка хрустящего хлеба, грюйер и сливочное масло. Эстетика и благородство. Цена — всего лишь 330 руб.;
– ристретто стоит 93 руб., а капучино — 270 руб.;
– круассан (120 руб.) служит кнопкой телепорта для того, чтобы прямо с улицы Новослободской перенестись в любимый бар в одной французской деревне под Биаррицем (там по утрам ровно такие круассаны и выдают);
— в районе станции метро «Савеловская» появился обязательный пункт для посещения, местные жители катаются с этой пекарней как сыр в масле.
Минусы:
— интерьер можно смело отнести к категории «стереотипная хипстерская забегаловка», если эта тема вас все еще трогает;
— AC/DC в качестве фоновой музыки для места, торгующего плюшками — жесткая выходка. Этой пекарне больше подошел бы по смыслу уютный хип-хоп середины нулевых;
— круассан с пастрами и огурцом (290 руб.) — явно лидер продаж, поймать его за хвост и попробовать мне не удается вот уже неделю.
Фото: @bakerylayerz",Layerz Bakery теперь кормит завтраками счастливых жителей Новослободской,2022-01-21,Светлана Кесоян,"['Layerz Bakery', 'Глен Баллис', 'Новослободская', 'новые рестораны', 'Томас Халпин']",https://moskvichmag.ru/restorany-i-bary/layerz-bakery-teper-kormit-zavtrakami-schastlivyh-zhitelej-novoslobodskoj/,"Москва, Новослободская, 73, стр. 1","Layerz Bakery - это пекарня с австралийскими шефами, которая предлагает разнообразные и вкусные блюда, такие как круассаны, даниши и завтраки. Пекарня имеет приятную атмосферу и обслуживание, но интерьер можно назвать стереотипным.","Пекарня ""Layerz Bakery""","г Москва, ул Новослободская, д 73 стр 1",55.7904432,37.5897086,"(7, 3)",7,3,60.87,9
426,30,"+39 Pizzeria & Mozarella bar (Столярный пер., 3, корп. 12, бывший завод «Рассвет») называется так в честь итальянского телефонного кода. Владельцев зовут Тата и Донато Паризи. При пиццерии работает сыроварня, пиццу пекут в дровяной печи. Получается все по-настоящему.

Плюсы:
— можно купить любой сыр из меню: от моцареллы (285 руб./150 г) до горгонзолы (270 руб./50 г). Мой личный чемпион — провола копченая (шарик сливочного цвета плавает в рассоле, достается и режется как масло, 435 руб./100 г);
— свежие артишоки «по-римски» с мятой, чесноком и шалотом стоят 1100 руб.;
— крайне соблазнительный запах пиццы «Уайо» (800 руб.). На лепешке расплавленная и тягучая композиция из моцареллы и скаморцы, сдобренная белой трюфельной пастой. Пармезан сюда тоже немножко подмешан. Листья базилика сверху не потеряли своей безупречной свежести;
— главный изюм «Уайо» — в тонких ломтях гуанчале (в меру солоноватых и нежных сыровяленых свиных щек. Именно их, а не бекон итальянцы, например, кладут в спагетти карбонара);
— аппетитные подпалины любых пухлых пиццерийских боков;
— умеренные цены и отличное качество пиццы. К пицце с тунцом (890 руб.) добавлены таджасские оливки и аутентичный красный лук;
— самая дорогая пицца «Манья-манья» стоит 990 руб., и, похоже, в ней (вернее, на ней) дайджест-сплав из лучшей продукции сыроварни: провола, моцарелла буфалина, страчателла. Добавьте мортаделлу и фисташковую пасту с безупречным оливковым маслом, и получится ожидаемая симпатичная картинка;
— похвально быстрое обслуживание, особенно если не есть внутри, а забрать с собой.
Минусы:
— унылый интерьер и довольно обширная карта блюд — два противоречащих друг другу обстоятельства. Диссонанс — абсолютно московский (во всем остальном мире на стены и стулья никто не обращает внимания, если с едой, кухней и поварами полный порядок, и это, конечно же, плюс, но не в нашем городе).
Фото: предоставлено PR-службой +39 Pizzeria & Mozarella bar",В +39 Pizzeria & Mozarella bar самая вкусная пицца — с сыровялеными свиными щеками,2022-01-24,Светлана Кесоян,"['+39 Pizzeria & Mozarella bar', 'завод Рассвет', 'новые рестораны']",https://moskvichmag.ru/restorany-i-bary/v-39-pizzeria-mozarella-bar-samaya-vkusnaya-pitstsa-s-syrovyalenymi-svinymi-shhekami/,"Москва, Столярный пер., 3, корп. 12","В этом заведении можно найти интересные и вкусные блюда, такие как пицца с разными начинками и сырами. Цены умеренные, а качество пиццы отличное. Однако интерьер унылый и карта блюд обширная.","""+39 Pizzeria & Mozarella bar""","г Москва, пер Столярный, д 3 к 12",55.7641574,37.5689661,"(8, 1)",8,1,84.21,7
